RecordType,dat1,dat2,dat3,dat4,dat5
Comment,Arabic
SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNAncestralSpirit.blp

CustomBuilding,arabinn,Inn,YARP/Buildings/Arabian/Arabian Inn.mdx
CustomBuilding,arabuni,University,YARP/Buildings/Arabian/Arabian University.mdx
CustomBuilding,arabwork,Workshop,YARP/Buildings/Arabian/Arabian Workshop.mdx
CustomBuilding,arabpal,Palace,YARP/Buildings/Arabian/Arabian palace.mdx
CustomBuilding,arabtownhall,Town Hall,YARP/Buildings/Arabian/Arabian town hall.mdx
CustomBuilding,arabarch,Archery,YARP/Buildings/Arabian/ArabianArchery.mdx
CustomBuilding,arabbar,Barracks,YARP/Buildings/Arabian/ArabianBarrack.mdx
CustomBuilding,arabdock,Docks,YARP/Buildings/Arabian/ArabianDocks.mdx
CustomBuilding,arabfarm,Farm,YARP/Buildings/Arabian/ArabianFarm.mdx
CustomBuilding,arabgran,Granary,YARP/Buildings/Arabian/ArabianGranary.mdx
CustomBuilding,arabhou,House,YARP/Buildings/Arabian/ArabianHouse.mdx
CustomBuilder,arabbld1,Arabian Buildings 1

CustomBuilding,arabmark,Market,YARP/Buildings/Arabian/ArabianMarket.mdx
CustomBuilding,arabsmi,Smith,YARP/Buildings/Arabian/ArabianSmith.mdx
CustomBuilding,arabstab,Stables,YARP/Buildings/Arabian/ArabianStables.mdx
CustomBuilding,arabston,Stonemace,YARP/Buildings/Arabian/ArabianStonemace.mdx
CustomBuilding,arabstor,Storage,YARP/Buildings/Arabian/ArabianStorage.mdx
CustomBuilding,arabmill,Water Mill,YARP/Buildings/Arabian/ArabianWaterMill.mdx
CustomBuilding,arabwcamp,Woodcamp,YARP/Buildings/Arabian/ArabianWoodencamp.mdx
CustomBuilding,arabmosq,Mosque,YARP/Buildings/Arabian/Mosque.mdx
CustomBuilder,arabbld2,Arabian Buildings 2

CustomBuilding,arabwallv,Vertical Wall,YARP/Buildings/Arabian/ArabianWalls V.mdx
CustomBuilding,arabwall,Horizontal Wall,YARP/Buildings/Arabian/ArabianWalls.mdx
CustomBuilding,arabgate,Vertical Gate,YARP/Buildings/Arabian/ArabianGate.mdx
CustomBuilding,arabgateh,Horizontal Gate,YARP/Buildings/Arabian/ArabianGateHorizontal.mdx
CustomBuilding,arabcan,Cannon Tower,YARP/Buildings/Arabian/ArabianCannonTowers.mdx
CustomBuilding,arabtow,Tower,YARP/Buildings/Arabian/ArabianTowers.mdx
CustomBuilder,arabfort,Arabian Fortifications

Comment,Celtic
SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNAdvancedStrengthOfTheMoon.blp

CustomBuilding,celt1,Barracks,YARP/Buildings/Celtic/CelticBarracks.mdx
CustomBuilding,celt2,Docks,YARP/Buildings/Celtic/CelticDockyard.mdx
CustomBuilding,celt3,House,YARP/Buildings/Celtic/CelticHouse.mdx
CustomBuilding,celt4,Stables,YARP/Buildings/Celtic/CelticStables.mdx
CustomBuilding,celt5,Store,YARP/Buildings/Celtic/CelticStorehouse.mdx
CustomBuilding,celt6,Town Hall,YARP/Buildings/Celtic/CelticTownCenter.mdx

CustomBuilder,celtbld,Celtic Buildings

Comment,Custom Walls
SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNArcaniteArchitecture.blp

CustomBuilding,cwall1,Altar Wall,YARP/Buildings/ExtraWalls/AltarWall.mdx
CustomBuilding,cwall2,City Wall,YARP/Buildings/ExtraWalls/CityWall.mdx
CustomBuilding,cwall3,Dalaran Wall,YARP/Buildings/ExtraWalls/DalaranWall.mdx
CustomBuilding,cwall4,Felwood Wall,YARP/Buildings/ExtraWalls/FelwoodWall.mdx
CustomBuilding,cwall5,Fort Wall,YARP/Buildings/ExtraWalls/FortWall.mdx
CustomBuilding,cwall6,Fortified Steel Wall,YARP/Buildings/ExtraWalls/FortifiedSteelWall.mdx
CustomBuilding,cwall7,Iron Wall,YARP/Buildings/ExtraWalls/IronWall.mdx
CustomBuilding,cwall8,Mithril Wall,YARP/Buildings/ExtraWalls/MithrilWall.mdx
CustomBuilding,cwall9,Mithril Wall,YARP/Buildings/ExtraWalls/MithrilWall2.mdx
CustomBuilding,cwall10,Northrend Wall,YARP/Buildings/ExtraWalls/NorthrendWall.mdx
CustomBuilding,cwall11,Outland Wall,YARP/Buildings/ExtraWalls/OutlandWall.mdx
CustomBuilder,cwalls1,Custom Walls 1

CustomBuilding,cwall12,Rock Wall,YARP/Buildings/ExtraWalls/RockWall.mdx
CustomBuilding,cwall13,Steel Wall,YARP/Buildings/ExtraWalls/SteelWall.mdx
CustomBuilding,cwall14,Sunken Wall,YARP/Buildings/ExtraWalls/SunkenWall.mdx
CustomBuilding,cwall15,Wooden Wall,YARP/Buildings/ExtraWalls/WoodWall.mdx
CustomBuilder,cwalls2,Custom Walls 2

Comment,Dungeon
SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNCage.blp

CustomBuilding,dng03,Wall,YARP/Buildings/Dungeon/DungeonWall.mdx
CustomBuilding,dng05,Inner Corner,YARP/Buildings/Dungeon/DungeonWall_Corner.mdx
CustomBuilding,dng06,Outer Corner,YARP/Buildings/Dungeon/DungeonWall_CornerOuter.mdx
CustomBuilding,dng01,Bookshelf Secret Entrance 1,YARP/Buildings/Dungeon/Bookshelf and Secret Entrance.mdx
CustomBuilding,dng02,Bookshelf Secret Entrance 2,YARP/Buildings/Dungeon/Bookshelf and Secret Entrance2.mdx
CustomBuilding,dng04,Column Entrance,YARP/Buildings/Dungeon/DungeonWall_ColumnEntrance.mdx
CustomBuilding,dng07,Destructible Wall,YARP/Buildings/Dungeon/DungeonWall_Destructible.mdx
CustomBuilding,dng09,Doorway,YARP/Buildings/Dungeon/DungeonWall_DoorWay.mdx
CustomBuilding,dng10,Doorway w. Door,YARP/Buildings/Dungeon/DungeonWall_DoorWayWDoor.mdx
CustomBuilding,dng12,Porticulus,YARP/Buildings/Dungeon/DungeonWall_DorwayPortStone.mdx
CustomBuilding,dng14,Half-wall,YARP/Buildings/Dungeon/DungeonWall_Half.mdx
CustomBuilder,dngnorm,Dungeon Structures

CustomBuilding,dng19,Stone Wall,YARP/Buildings/Dungeon/DungeonWall_Stone.mdx
CustomBuilding,dng20,Stone Half-wall,YARP/Buildings/Dungeon/DungeonWall_StoneHalf.mdx
CustomBuilding,dng21,Stone Inner Corner,YARP/Buildings/Dungeon/DungeonWall_StoneInnerCorner.mdx
CustomBuilding,dng22,Stone Outer Corner,YARP/Buildings/Dungeon/DungeonWall_StoneOuterCorner.mdx
CustomBuilding,dng23,Stone Catacomb 1,YARP/Buildings/Dungeon/DungeonWall_Stone_Catacomb.mdx
CustomBuilding,dng24,Stone Catacomb 2,YARP/Buildings/Dungeon/DungeonWall_Stone_Catacomb2.mdx
CustomBuilding,dng25,Stone Doorway 1,YARP/Buildings/Dungeon/DungeonWall_Stone_DoorWay.mdx
CustomBuilding,dng26,Stone Doorway 2,YARP/Buildings/Dungeon/DungeonWall_Stone_DoorWay2.mdx
CustomBuilding,dng27,Stone Doorway w. Door,YARP/Buildings/Dungeon/DungeonWall_Stone_DoorWayWDoor.mdx
CustomBuilding,dng29,Stone Pillar,YARP/Buildings/Dungeon/Dwall_StonePillar.mdx
CustomBuilding,dng13,Blank,YARP/Buildings/Dungeon/DungeonWall_Empty.mdx
CustomBuilder,dngstn,Stone Dungeon Structures

CustomBuilding,dng28,Hell Pillar,YARP/Buildings/Dungeon/Dwall_DemonPillar.mdx
CustomBuilding,dng08,Hell Doorway,YARP/Buildings/Dungeon/DungeonWall_DoorWay Hell.mdx
CustomBuilding,dng15,Hell Wall,YARP/Buildings/Dungeon/DungeonWall_Hell.mdx
CustomBuilding,dng16,Hell Half-wall,YARP/Buildings/Dungeon/DungeonWall_Hell_Half.mdx
CustomBuilding,dng17,Hell Inner Corner,YARP/Buildings/Dungeon/DungeonWall_Hell_InnerCorner.mdx
CustomBuilding,dng18,Hell Outer Corner,YARP/Buildings/Dungeon/DungeonWall_Hell_OuterCorner.mdx
CustomBuilding,dng11,Hell Porticulus,YARP/Buildings/Dungeon/DungeonWall_DoorWay_W_Porticulus Hell.mdx
CustomBuilder,dnghell,Hell Dungeon Structures

Comment,Fortification
SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNCastle.blp

CustomBuilding,fort01,Big Tower,YARP/Buildings/Fortification/FortificationBigTower.mdx
CustomBuilding,fort02,Drum Tower,YARP/Buildings/Fortification/FortificationDrumTower.mdx
CustomBuilding,fort03,Gate,YARP/Buildings/Fortification/FortificationGate.mdx
CustomBuilding,fort04,Big Gate,YARP/Buildings/Fortification/FortificationGateBig.mdx
CustomBuilding,fort09,Stairs,YARP/Buildings/Fortification/FortificationStairs.mdx
CustomBuilding,fort10,Tower,YARP/Buildings/Fortification/FortificationTower.mdx
CustomBuilding,fort11,Wall,YARP/Buildings/Fortification/FortificationWall.mdx
CustomBuilding,fort12,Inner Edge,YARP/Buildings/Fortification/FortificationWallInnerEdge.mdx
CustomBuilding,fort13,Outer Edge,YARP/Buildings/Fortification/FortificationWallOuterEdge.mdx
CustomBuilding,fort14,Square Wall,YARP/Buildings/Fortification/FortificationWallSquare.mdx
CustomBuilding,fort15,Siege Ladder,YARP/Buildings/Fortification/SiegeLadder.mdx
CustomBuilder,fortreg,Fortification Structures

SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNEnsnare.blp
CustomBuilding,fort05,Palisade Wall,YARP/Buildings/Fortification/FortificationPalisade.mdx
CustomBuilding,fort06,Palisade Gate,YARP/Buildings/Fortification/FortificationPalisadeGate.mdx
CustomBuilding,fort07,Palisade Inner Edge,YARP/Buildings/Fortification/FortificationPalisadeInnerEdge.mdx
CustomBuilding,fort08,Palisade Outer Edge,YARP/Buildings/Fortification/FortificationPalisadeOuterEdge.mdx
CustomBuilder,fortpal,Palisade Structures

Comment,Goblin
SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNCastle.blp

CustomBuilding,gob1,Barracks,YARP/Buildings/Goblin/GoblinBarracks.mdx
CustomBuilding,gob2,Factory,YARP/Buildings/Goblin/GoblinFactory.mdx
CustomBuilding,gob3,Fuel Pump,YARP/Buildings/Goblin/GoblinFuelPump.mdx
CustomBuilding,gob4,Outpost,YARP/Buildings/Goblin/GoblinOutpost.mdx
CustomBuilding,gob5,Tower,YARP/Buildings/Goblin/GoblinTower.mdx

CustomBuilder,gob,Goblin Buildings

UnitShop,bld-custom-1,Custom Buildings 1

Comment,Gondolian
SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNGuardTower.blp

CustomBuilding,gond1,Roof,YARP/Buildings/Gondolian/Gondolian_Roof.mdx
CustomBuilding,gond2,Tower,YARP/Buildings/Gondolian/Gondolian_Tower2.mdx
CustomBuilding,gond4,Tower,YARP/Buildings/Gondolian/Gondolin_Tower.mdx
CustomBuilding,gond3,Wall,YARP/Buildings/Gondolian/Gondolian_Wall.mdx
CustomBuilding,gond6,Wall,YARP/Buildings/Gondolian/MinasWall2.mdx
CustomBuilding,gond5,House,YARP/Buildings/Gondolian/MinasHouse01.mdx

CustomBuilder,gond,Gondolian Buildings

Comment,Greek
SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNManual2.blp

CustomBuilding,grk01,Archery Range,YARP/Buildings/Greek/GreekArcheryRange.mdx
CustomBuilding,grk02,Barracks,YARP/Buildings/Greek/GreekBarracks.mdx
CustomBuilding,grk03,Blacksmith,YARP/Buildings/Greek/GreekBlacksmith.mdx
CustomBuilding,grk04,House,YARP/Buildings/Greek/GreekHouse.mdx
CustomBuilding,grk05,Marketplace,YARP/Buildings/Greek/GreekMarketplace.mdx
CustomBuilding,grk06,Stable,YARP/Buildings/Greek/GreekStable.mdx
CustomBuilding,grk07,Stockpile,YARP/Buildings/Greek/GreekStockpile.mdx
CustomBuilding,grk08,Temple,YARP/Buildings/Greek/GreekTemple.mdx
CustomBuilding,grk09,Town Hall,YARP/Buildings/Greek/GreekTownCenter.mdx
CustomBuilding,grk10,Watch Tower,YARP/Buildings/Greek/GreekWatchtower.mdx

CustomBuilder,grkbld,Greek Buildings

Comment,Massive Master
SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNElvenFarm.blp

CustomBuilding,msvmas1,Castle,YARP/Buildings/MassiveMasterBuildings/Castle.mdx
CustomBuilding,msvmas2,City House,YARP/Buildings/MassiveMasterBuildings/CitizenHouse.mdx
CustomBuilding,msvmas4,Farmer House,YARP/Buildings/MassiveMasterBuildings/PeasantHouse.mdx
CustomBuilding,msvmas3,Hut,YARP/Buildings/MassiveMasterBuildings/MultiHut.mdx
CustomBuilding,msvmas5,Stable,YARP/Buildings/MassiveMasterBuildings/Stable.mdx
CustomBuilding,msvmas6,Thatched Cottage,YARP/Buildings/MassiveMasterBuildings/ThatchedCottages.mdx
CustomBuilding,msvmas7,Village House,YARP/Buildings/MassiveMasterBuildings/VillageHouse.mdx
CustomBuilding,msvmas8,Village Square,YARP/Buildings/MassiveMasterBuildings/VillageSquare.mdx

CustomBuilder,msvmas,Massive Master's Buildings

Comment,Mike
SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNPotionPurple.blp

CustomBuilding,mike01,Archery,YARP/Buildings/MikeBuildings/Archery.mdx
CustomBuilding,mike02,Barracks,YARP/Buildings/MikeBuildings/Barracks.mdx
CustomBuilding,mike03,Blacksmith,YARP/Buildings/MikeBuildings/Blacksmith.mdx
CustomBuilding,mike04,Cathedral,YARP/Buildings/MikeBuildings/Cathedral.mdx
CustomBuilding,mike05,Docks,YARP/Buildings/MikeBuildings/Docks.mdx
CustomBuilding,mike06,Encampment,YARP/Buildings/MikeBuildings/Encampment.mdx
CustomBuilding,mike07,Farm,YARP/Buildings/MikeBuildings/Farms.mdx
CustomBuilding,mike09,Granary,YARP/Buildings/MikeBuildings/Granary.mdx
CustomBuilding,mike10,House,YARP/Buildings/MikeBuildings/Houses.mdx
CustomBuilding,mike11,Lumbermill,YARP/Buildings/MikeBuildings/Lumbermills.mdx
CustomBuilder,mikebld1,Mike's Buildings
CustomBuilding,mike12,Market,YARP/Buildings/MikeBuildings/Market.mdx
CustomBuilding,mike13,Market Stand,YARP/Buildings/MikeBuildings/MarketStand.mdx
CustomBuilding,mike14,Market Stand,YARP/Buildings/MikeBuildings/MarketStand2.mdx
CustomBuilding,mike15,Marquee,YARP/Buildings/MikeBuildings/Marquee.mdx
CustomBuilding,mike16,Mine,YARP/Buildings/MikeBuildings/Mine.mdx
CustomBuilding,mike17,Mines,YARP/Buildings/MikeBuildings/Mines.mdx
CustomBuilding,mike18,Siege Workshop,YARP/Buildings/MikeBuildings/Siege workshop.mdx
CustomBuilding,mike19,Smith,YARP/Buildings/MikeBuildings/Smith.mdx
CustomBuilding,mike20,Stables,YARP/Buildings/MikeBuildings/Stables.mdx
CustomBuilding,mike21,Stonemason,YARP/Buildings/MikeBuildings/Stonemason.mdx
CustomBuilding,mike22,Storage,YARP/Buildings/MikeBuildings/Storage.mdx
CustomBuilder,mikebld2,Mike's Buildings
CustomBuilding,mike23,Tavern,YARP/Buildings/MikeBuildings/Tavern.mdx
CustomBuilding,mike27,Town Hall,YARP/Buildings/MikeBuildings/Town hall.mdx
CustomBuilding,mike28,Universal Farm,YARP/Buildings/MikeBuildings/UniversalFarm.mdx
CustomBuilding,mike29,University,YARP/Buildings/MikeBuildings/University.mdx
CustomBuilding,mike32,Water Mill,YARP/Buildings/MikeBuildings/WaterMill.mdx
CustomBuilding,mike30,Horizontal Walls,YARP/Buildings/MikeBuildings/Walls.mdx
CustomBuilding,mike31,Vertical Wall,YARP/Buildings/MikeBuildings/WallsVertical.mdx
CustomBuilding,mike24,Round Tower,YARP/Buildings/MikeBuildings/TowersRound.mdx
CustomBuilding,mike08,Gate,YARP/Buildings/MikeBuildings/Gate.mdx
CustomBuilding,mike26,Big Square Tower,YARP/Buildings/MikeBuildings/TowersSquareBig.mdx
CustomBuilding,mike25,Square Tower,YARP/Buildings/MikeBuildings/TowersSquare.mdx
CustomBuilder,mikebld3,Mike's Buildings

Comment,Misc
SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNRallyPoint.blp

CustomBuilding,misc12,Fountain,YARP/Buildings/Misc/Fountain.mdx
CustomBuilding,misc02,Bum Bed 1,YARP/Buildings/Misc/BumBed0.mdx
CustomBuilding,misc03,Bum Bed 2,YARP/Buildings/Misc/BumBed1.mdx
CustomBuilding,misc04,Cathedral Crypt,YARP/Buildings/Misc/CathedralCrypt.mdx
CustomBuilding,misc05,Felucian Fungus,YARP/Buildings/Misc/FelucianFlora_Fungus.mdx
CustomBuilding,misc06,Felucian Bell Flower 1,YARP/Buildings/Misc/FelucianFlora_GiantBellflower0.mdx
CustomBuilding,misc07,Felucian Bell Flower 2,YARP/Buildings/Misc/FelucianFlora_GiantBellflower1.mdx
CustomBuilding,misc08,Felucian Goblet Flowers,YARP/Buildings/Misc/FelucianFlora_GobletFlowers.mdx
CustomBuilding,misc09,Felucian Pixie Wings 1,YARP/Buildings/Misc/FelucianFlora_PixieWings0.mdx
CustomBuilding,misc10,Felucian Pixie Wings 2,YARP/Buildings/Misc/FelucianFlora_PixieWings1.mdx
CustomBuilding,misc11,Felucian Spires,YARP/Buildings/Misc/FelucianFlora_Spires.mdx
CustomBuilder,misccust1,Misc Stuff
CustomBuilding,misc01,Blue Pillow,YARP/Buildings/Misc/BluePillow.mdx
CustomBuilding,misc13,Purple Pillow,YARP/Buildings/Misc/PurplePillow.mdx
CustomBuilding,misc14,Carpet 1,YARP/Buildings/Misc/carpet3a.mdx
CustomBuilding,misc15,Carpet 2,YARP/Buildings/Misc/carpet3c.mdx
CustomBuilding,misc16,Carpet 3,YARP/Buildings/Misc/carpet3e.mdx
CustomBuilder,misccust2,Misc Stuff

Comment,Quillboar
SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNRazorback.blp

CustomBuilding,rzr1,Barracks,YARP/Buildings/Quilboar/QuilboarBarracks.mdx
CustomBuilding,rzr2,Beastiary,YARP/Buildings/Quilboar/QuilboarBeastiary.mdx
CustomBuilding,rzr3,Bunker,YARP/Buildings/Quilboar/QuilboarBunker.mdx
CustomBuilding,rzr4,Watch Tower,YARP/Buildings/Quilboar/RazormaneWatchTower.mdx

CustomBuilder,rzrbld,Quillboar Buildings

Comment,Sunchips
SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNUnholyArmor.blp

CustomBuilding,sunchp1,Door,YARP/Buildings/SunchipsHouse/House Door.mdx
CustomBuilding,sunchp2,Wall,YARP/Buildings/SunchipsHouse/House Wall 1.mdx
CustomBuilding,sunchp3,Wall,YARP/Buildings/SunchipsHouse/House Wall 2.mdx
CustomBuilding,sunchp4,Window,YARP/Buildings/SunchipsHouse/House Wall Window.mdx

CustomBuilder,sunchpbld,Sunchip's House Components

Comment,Tranquil
SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNAdvancedFrostTower.blp

